message;severity;node;stamp;location
"Rotation goal completed successfully";"20";"turtle2";"1757576754.598788095";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576754.590640742";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576754.587600797";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576749.230941688";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576749.226708348";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576749.223074247";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576747.632208848";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576747.627914675";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576747.624104827";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576745.848388850";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576745.839788214";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576745.835991241";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576744.191522726";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576744.187793460";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576744.183882572";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576742.687910584";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576742.683597579";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576742.680388470";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576740.951327692";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576740.943165381";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576740.939447073";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle1";"1757576740.126743206";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle3";"1757576740.123924466";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle2";"1757576740.119829290";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal completed successfully";"20";"turtle3";"1757576614.573453801";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576614.569911782";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576614.561005568";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle1";"1757576613.777066974";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle3";"1757576613.773775075";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle2";"1757576613.769810313";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle1";"1757576612.706113770";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle3";"1757576612.701796348";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle2";"1757576612.697775837";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal completed successfully";"20";"turtle1";"1757576609.186007876";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576609.180971217";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576609.177040455";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576608.241631179";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576608.237793415";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576608.233848694";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle1";"1757576607.425507249";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle3";"1757576607.421872023";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal received before a previous goal finished. Aborting previous goal";"30";"turtle2";"1757576607.417251440";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:rotateAbsoluteAcceptCallback:142"
"Rotation goal completed successfully";"20";"turtle1";"1757576605.138090220";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576605.133914796";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576605.129290921";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576601.409872333";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576601.405925987";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576601.401945809";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576592.945045685";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576592.941924325";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576592.937911272";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle3";"1757576589.694167845";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle2";"1757576589.690476870";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Rotation goal completed successfully";"20";"turtle1";"1757576589.681158163";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle.cpp:update:222"
"Spawning turtle [turtle1] at x=[5.544445], y=[5.544445], theta=[0.000000]";"20";"turtle3";"1757576570.680861300";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle_frame.cpp:spawnTurtle:209"
"Spawning turtle [turtle1] at x=[5.544445], y=[5.544445], theta=[0.000000]";"20";"turtle1";"1757576570.680828675";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle_frame.cpp:spawnTurtle:209"
"Spawning turtle [turtle1] at x=[5.544445], y=[5.544445], theta=[0.000000]";"20";"turtle2";"1757576570.680689428";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle_frame.cpp:spawnTurtle:209"
"Starting turtlesim with node name /turtle2";"20";"turtle2";"1757576570.669277634";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle_frame.cpp:TurtleFrame:112"
"Starting turtlesim with node name /turtle3";"20";"turtle3";"1757576570.669190094";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle_frame.cpp:TurtleFrame:112"
"Starting turtlesim with node name /turtle1";"20";"turtle1";"1757576570.669062638";"/Users/runner/conda-bld/bld/rattler-build_ros-humble-turtlesim_1753313455/work/ros-humble-turtlesim/src/work/src/turtle_frame.cpp:TurtleFrame:112"
